AuthorID,Author,Date,Content,Attachments,Reactions
"781046902665379860","JasonWan#9935","27/07/2023 9:40 am","You mean build another rollups on your layer3? Yes, you can do it, but our public ui doesn’t support this, you can modify the code to support your l3 as the base chain: https://github.com/OffchainLabs/orbit-deployment-ui","",""
"1104910065795879043","layerxceo","27/07/2023 9:46 am","Yes we are currently modifying the ui code and integrating into our own, Is there any documentation on how to modify exactly? We will figure it out just asking. Thank you","",""
"781046902665379860","JasonWan#9935","27/07/2023 10:18 am","Hmm, I don’t think we have docs about that now.","",""
"1104910065795879043","layerxceo","27/07/2023 10:20 am","No worries we are anslytizing the code   Thank you","",""
"1104910065795879043","layerxceo","27/07/2023 10:28 am","@Jason Wan | Offchain Labs  is there a ETA when L3 able to settle on mainnet?   If it's as simple as chaining chain id to mainnet and use ETH we are willing to test the outcome.","",""
"781046902665379860","JasonWan#9935","27/07/2023 10:43 am","You can do it now by resetting the ui (set the base network to arb1 or nova).","",""
"1104910065795879043","layerxceo","27/07/2023 10:53 am","I tried both it says wrong network but im sure I can do it manually if its possible? Is tehre any other project on L3 mainnet? Thanks","",""
"781046902665379860","JasonWan#9935","27/07/2023 11:52 am","You can do it manually, our license already approve to let everyone deploy l3 on arb1/nova","","🔥 (1)"
"1104910065795879043","layerxceo","27/07/2023 11:53 am","Thank you","",""
"824788693796782101","alemaz98","27/07/2023 12:58 pm","I'd like to experiment with Orbit but I need 1.5 AGOR. Faucets give very low amounts of it. Can anyone give me that amount? I can later write my address. Thanks","",""
"1104910065795879043","layerxceo","27/07/2023 1:33 pm","I'm sure sharing wallets isn't allowed here.  Google Testnetbridge tyere yih can get goerli eth and bridge on Testnet.  Nevermind the $AGOR the team needs to update the documentation.  Thank you","",""
"901068420764807178","atharv181","27/07/2023 3:33 pm","Thank you so much Now able to transfer erc20 tokenss","","🔥 (1)"
"989476139967852545","stefan_deward","27/07/2023 5:33 pm","I was trying to set up the on docker and got this message  in docker logs



can anybody please explain? 

**repo **:  ""orbit-setup-script/blob/main/docker-compose.yaml""

**Container Logs**


Version: v2.1.0-beta.6-152b9ff, time: 2023-06-20T14:55:39-06:00
Sample usage: /usr/local/bin/nitro --help 

Fatal configuration error: unable to create chain directory: mkdir /home/user/.arbitrum/L3Nitro Orbit Chain: permission denied","",""
"1104910065795879043","layerxceo","27/07/2023 5:54 pm","Seems to be some permission issue but let the team respond.","",""
"989476139967852545","stefan_deward","27/07/2023 6:47 pm","This error message is comming on the container of nitro.","https://cdn.discordapp.com/attachments/1116812793606328340/1134112444416020561/image.png",""
"1104910065795879043","layerxceo","28/07/2023 12:51 am","How long does this process take?","https://cdn.discordapp.com/attachments/1116812793606328340/1134203958248882227/IMG_6974.png",""
"1104910065795879043","layerxceo","28/07/2023 1:10 am","This is where were at. We are on auto deployment need a lil support from the team and we will blow up!","https://cdn.discordapp.com/attachments/1116812793606328340/1134208821162692698/Screenshot_-_2023-07-27T123908.993.png,https://cdn.discordapp.com/attachments/1116812793606328340/1134208821426917397/WhatsApp_Image_2023-07-27_at_1.56.52_AM.jpeg",""
"808863308224528424","chrisco512","28/07/2023 1:21 am","try running the commands here: https://developer.arbitrum.io/node-running/how-tos/running-a-full-node#note-on-permissions","","👍 (1)"
"808863308224528424","chrisco512","28/07/2023 1:25 am","also try removing spaces from the folder name ""L3Nitro Orbit Chain""","",""
"165550481156866048","plasmapower","28/07/2023 1:39 am","Ensure the sequencer is running. If so, what are its logs?","",""
"1104910065795879043","layerxceo","28/07/2023 1:42 am","Rookie move I should've not did with spacing from begging that's from me tearing down and rebuilding 15 x's in a row 😂🥹🥹 I'll update the output thanks for the support!","",""
"159985870458322944","MEE6#4876","28/07/2023 1:45 am","","",""
"1104910065795879043","layerxceo","28/07/2023 1:46 am","these are latest logs
INFO [07-27|20:09:07.551] creating node                            hash=91554c..337e93 lastNode=0 parentNode=0
INFO [07-27|20:09:08.156] staking to execute transactions 
INFO [07-27|20:09:23.284] successfully executed staker transaction hash=4f45b4..475aaa","https://cdn.discordapp.com/attachments/1116812793606328340/1134217652953423872/IMG_6978.png",""
"165550481156866048","plasmapower","28/07/2023 1:46 am","full logs? is the sequencer and delayed sequencer enabled in the config?","",""
"1104910065795879043","layerxceo","28/07/2023 1:46 am","Sry about the link won't happen again my apologies","",""
"165550481156866048","plasmapower","28/07/2023 1:46 am","No worries the bot's settings are pretty tight because otherwise we get a ton of spam","","🔥 (1)"
"1104910065795879043","layerxceo","28/07/2023 1:48 am","Understandable running a community is a headache I've done it few times 😂😂  the logs are coming up but it seems to be still deploying contracts over time it has been running g for about a hour now contracts are just being deployed.  You can see explorer IP and port from image","https://cdn.discordapp.com/attachments/1116812793606328340/1134218346653548554/IMG_6979.png",""
"1104910065795879043","layerxceo","28/07/2023 1:51 am","These are full logs of nitro and the yarn process","https://cdn.discordapp.com/attachments/1116812793606328340/1134219011614330900/IMG_6980.png",""
"165550481156866048","plasmapower","28/07/2023 1:53 am","Ok that's good, a delayed message was sequenced at 20:08. I'm assuming that's when you ran the setup script?","",""
"1104910065795879043","layerxceo","28/07/2023 1:55 am","Yes correct","",""
"165550481156866048","plasmapower","28/07/2023 1:57 am","and I'm assuming 127.0.0.1:8449 is the RPC of your L3 sequencer?","",""
"165550481156866048","plasmapower","28/07/2023 1:57 am","If you query it for the balance of 0x95d0c5fbc2c9ca1a70047c9ee84972362e7b28f4 what does it return?","",""
"1104910065795879043","layerxceo","28/07/2023 1:58 am","@Lee Bousfield | Offchain Labs  is this the time it will take to deploy? We are building a ""one click provider"" Saas infrastructure   We will need to add time frames to whitepaper etc. we'd like to know how to speed up the process. Thanks","",""
"165550481156866048","plasmapower","28/07/2023 2:00 am","Does it just take a while or is it stuck?","",""
"165550481156866048","plasmapower","28/07/2023 2:00 am","I think it by default waits for the deposit to become marked as safe on L2","",""
"1104910065795879043","layerxceo","28/07/2023 2:00 am","I'm on mobile now a team member of mines is here can you tell how to ""query"" the balance. Thank you sir","",""
"165550481156866048","plasmapower","28/07/2023 2:01 am","I'm specifically asking to query it against that exact RPC on the computer running the script","",""
"1104910065795879043","layerxceo","28/07/2023 2:01 am","Okay understood.  We also build OP Stack contracts bound right away do different process all good","",""
"165550481156866048","plasmapower","28/07/2023 2:01 am","I think it should take about 10 minutes for the deposit to become marked as safe","",""
"165550481156866048","plasmapower","28/07/2023 2:02 am","If you want to trust the L2 sequencer not to reorg to lower that wait, you can tell the L3 delayed sequencer to ignore L2 finality and sequence delayed messages immediately","",""
"1104910065795879043","layerxceo","28/07/2023 2:02 am","Oh ok here's a new log ""one more log is printed
INFO [07-27|20:27:34.112] data poster transactions confirmed       previousNonce=3 newNonce=4 previousL1Block=31,978,428 newL1Block=31,979,600
""","",""
"989476139967852545","stefan_deward","28/07/2023 2:03 am","@Lee Bousfield | Offchain Labs when we run the ""yarn setup"" command then  it's working from more than an hour and logs are printed like this","https://cdn.discordapp.com/attachments/1116812793606328340/1134222058268663860/image.png","🔥 (1)"
"1104910065795879043","layerxceo","28/07/2023 2:03 am","Documentation? If none available I will start documenting myself and hand to you guys when I'm done as we need to perfect this ASAP out MVP will be ready within the week","",""
"1104910065795879043","layerxceo","28/07/2023 2:04 am","Thank you for the assistance","",""
"165550481156866048","plasmapower","28/07/2023 2:04 am","In that case it's probably stuck not just taking a bit. Try doing the balance query against that RPC I mentioned earlier. And confirm that RPC is indeed the L3 sequencer RPC URL.","",""
"1104910065795879043","layerxceo","28/07/2023 2:07 am","Checking","",""
"989476139967852545","stefan_deward","28/07/2023 2:11 am","@Lee Bousfield | Offchain Labs I have tried checking the balance.

but it's just loading and loading not returning any reponse. can you check I'm using correct one?","https://cdn.discordapp.com/attachments/1116812793606328340/1134224071731707965/image.png","🔥 (1)"
"1104910065795879043","layerxceo","28/07/2023 2:14 am","Our software we awant to launch in minutes we appreciate your support. This process is taking very long but we will dial it in to build and function properly per the docker compose xml file. We do plan on building bridge UI with the Orbit build.","https://cdn.discordapp.com/attachments/1116812793606328340/1134224768678240286/Screenshot_-_2023-07-27T134233.552.png",""
"159985870458322944","MEE6#4876","28/07/2023 2:14 am","","",""
"1104910065795879043","layerxceo","28/07/2023 2:15 am","gotta be careful with links LOL","","😅 (1)"
"989476139967852545","stefan_deward","28/07/2023 2:15 am","@Lee Bousfield | Offchain Labs 

you can verify the command

PRIVATE_KEY="""" L2_RPC_URL=""goerli-rollup.arbitrum.io/rpc"" L3_RPC_URL=""127.0.0.1:8449"" yarn run setup","",""
"989476139967852545","stefan_deward","28/07/2023 2:21 am","The latest logs from nitro are here.","https://cdn.discordapp.com/attachments/1116812793606328340/1134226571851468910/image.png","👆 (1)"
"781046902665379860","JasonWan#9935","28/07/2023 7:24 am","You might probably run this script the second time with different chain config right? If so, you need delete the chain data on ./config first, because your l3 is using the chain state of last time config.","",""
"1104910065795879043","layerxceo","28/07/2023 9:39 am","This is the case thank you we will update.","",""
"781046902665379860","JasonWan#9935","28/07/2023 12:11 pm","Np","",""
"539335702723297290","eveneasy","28/07/2023 1:09 pm","i have a question
i wanna use the arbitrum one like wallet and create invoices for users to pay, but i bont know can i can do it (","",""
"539335702723297290","eveneasy","28/07/2023 1:12 pm","I was given the task to write a telegram bot in which users will pay their tariffs through Arbitrum one, as I understand it, an invoice is generated through the API, sent to the user, he pays, and the result is returned with a webhook, but how can I do this in Arbitrum one?","",""
"539335702723297290","eveneasy","28/07/2023 1:13 pm","I personally am a beginner in cryptocurrency, so I have no experience in such matters (but it is urgent (","",""
"539335702723297290","eveneasy","28/07/2023 1:15 pm","this is part of the technical task

```The ʼPayʼ and ʼTariffsʼ buttons will redirect to the message ""Choose your tariff""
 with buttons for 4 types of tariff

 each button should redirect to payment in crypto (here it depends on which payments you worked with. preferably USDT (TRC20) or USDT (Arbitrum One), the bot should check the confirmation of the trace via Txid) I can implement the payment on Binancepay myself, but I want  everything was automatic.

 after that, the information about the payment should be sent to the google table with the user's nickname and his number, and he should receive a message in response that everything is successful, and I should be able to manually send messages with access data to each individual.  because I am not yet able to create it automatically.```","",""
"539335702723297290","eveneasy","28/07/2023 1:18 pm","first i want to understand if my option i.e create invoices and get result via webhook is possible","",""
"539335702723297290","eveneasy","28/07/2023 1:21 pm","sorry, my english is bad (","",""
"781046902665379860","JasonWan#9935","28/07/2023 1:22 pm","You can use arbitrum one as a network, we have full evm rpc method which allows you to interact with blockchain: https://github.com/OffchainLabs/nitro-contracts/blob/1b10711dc5f2eeefebc8c9f07d5c5f580534f703/src/rollup/RollupUserLogic.sol#L309-L327 , you can see those api and find which fit your demands.","",""
"268317969585537024","rnotoh","28/07/2023 3:05 pm","Hey, anyone here knows how the Orbit chain settlement works? Like is there an L2 tx that shows the settlement?","",""
"539335702723297290","eveneasy","28/07/2023 3:13 pm","Do you have another example of how to do this in another programming language? For example, Python, JavaScript, or others?","",""
"945548738607321089","adamdigitex","28/07/2023 3:15 pm","when bridging tokens its great that we can ignore L2 finality and sequence delayed messages immediately, its such a good UX for the user to be able to click on a button and his tokens instantly transfer from his Arbitrum wallet to his L3 wallet. So in the interests of minimizing the time it takes to withdraw his tokens from L3 to L2 what is the minimum practical challenge period I can set on my L3 chain?","",""
"945548738607321089","adamdigitex","28/07/2023 3:19 pm","are there any technical limitations (like needing a signed signature maybe) why I couldn't create a L1 to L3 bridge that sends the tokens to L2 and then to L3 in the background without the user needing to worry about the L2 step?","",""
"539335702723297290","eveneasy","28/07/2023 3:23 pm","i need use web3 ?","",""
"539335702723297290","eveneasy","28/07/2023 3:49 pm","or maybe i can use Arbitrum Api ?
for create invoices and get results","",""
"539335702723297290","eveneasy","28/07/2023 3:53 pm","Does anyone have an example of how this can be implemented in Python or JavaScript or another similar language?","",""
"165550481156866048","plasmapower","28/07/2023 6:44 pm","That isn't a matter of challenge time, it's a matter of the delayed sequencer. Adding the CLI options (or equivalent JSON config options) `--node.delayed-sequencer.use-merge-finality=false --node.delayed-sequencer.finalize-distance=0` should do that (try 1 if 0 doesn't work). The only implication here should be that you're trusting the L2 sequencer not to reorg, and if the L2 reorgs then the L3 will also reorg.","","🔥 (1),👍 (1)"
"945548738607321089","adamdigitex","28/07/2023 7:13 pm","But the L2 practically never reorgs right?","",""
"945548738607321089","adamdigitex","28/07/2023 7:14 pm","Does that mean I can also do instant L3 to L2 withdrawals as well as deposits?","",""
"945548738607321089","adamdigitex","28/07/2023 7:15 pm","Because I thought the reason it takes a week to withdraw from L2 to L1 is because that’s the duration of the challenge period","",""
"165550481156866048","plasmapower","28/07/2023 7:34 pm","L1 doesn't reorg a week of history. The reason why the challenge period is a week is because that's how long Vitalik theorized a censorship attack could last before social consensus steps in.","",""
"945548738607321089","adamdigitex","28/07/2023 7:37 pm","Oh I thought it was a week because that’s how long they gave the two disagreeing stakers to play the challenge game","",""
"165550481156866048","plasmapower","28/07/2023 7:41 pm","The challenge game can be played very quickly (I'd guess an hour would be more than enough normally), the concern is censorship attacks yeah","",""
"539335702723297290","eveneasy","29/07/2023 12:10 am","Good evening, please advise on the algorithm to create an invoice for payment and receive the payment result on web3.","",""
"1104910065795879043","layerxceo","29/07/2023 12:16 am","Will it reorg automatically or L3 have to adapt at same time? This is very important in our case as we plan on have over 100 users in the first 2 months thank you","",""
"165550481156866048","plasmapower","29/07/2023 12:18 am","If the L2 reorgs, the L3 will automatically reorg if it sequenced a delayed message that got reorged","","❤️ (1)"
"1104910065795879043","layerxceo","29/07/2023 12:22 am","We have emailed chainsafe we want to modify the rollup contract to add ""affiliate"" system in the contract so any other L3. On our platform  can get a fee with out breaking the system for future updates.","",""
"683912641902936125","royansroyce#7123","30/07/2023 3:54 pm","I'm curious about this as well","",""
"876778999228022785","skalez.sol","30/07/2023 5:10 pm","Pls im trying to deploy on the arbitrum blockchain but I cant seem to find faucet 
Pls how do i get arbitrum test faucet for testing purposes ??","",""
"876778999228022785","skalez.sol","30/07/2023 5:10 pm","Can anyone help me with this","",""
"159985870458322944","MEE6#4876","30/07/2023 6:06 pm","","",""
"683912641902936125","royansroyce#7123","30/07/2023 6:07 pm","wow i used layer zero's testnet bridge to simply buy Goerli eth","",""
"876778999228022785","skalez.sol","30/07/2023 6:27 pm","How much do i have to pay to get Goerli eth ?
and can you send in link here","",""
"945548738607321089","adamdigitex","31/07/2023 7:00 am","you can buy Goerli ETH at testnetbridge dot com its about 19 cents per token","",""
"563089782687662087","gafder","31/07/2023 2:48 pm","YO","",""
"438760749050101760","benjaminjwhitby","01/08/2023 7:27 pm","This is Ben from qredo qsign - cross chain control functionality.  I'm trying to reach a mod who might be able to spend some time with me and discuss collaboration opportunities.  Can someone dm pls.","",""
"945548738607321089","adamdigitex","01/08/2023 9:48 pm","What is the recommended way to enable gasless transactions for users of my L3?","",""
"308034275909959690","anthonye","01/08/2023 10:20 pm","Easy way to turn on wss for the block explorer or my node?","",""
"308034275909959690","anthonye","01/08/2023 10:20 pm","I figure its probably easy, will look later when I have time but figured id ask here","",""
"945548738607321089","adamdigitex","01/08/2023 11:14 pm","can I edit the minL2BaseFee easily or do I need to reset everything and start again?","",""
"945548738607321089","adamdigitex","02/08/2023 2:41 am","How can I verify a smart contract on the blockscout explorer? Verify page still showing Internal server error. In general the explorer is pretty buggy, is this just because its on localhost maybe?","",""
"539335702723297290","eveneasy","02/08/2023 2:42 am","I need help. I want to get the transaction amount that was sent to my wallet, but I only receive some hashes and the 'to' address does not match my wallet. However, when I check on Oklink, everything is displayed correctly. Can you suggest how to fix this? Python web3","",""
"539335702723297290","eveneasy","02/08/2023 3:09 am","how i can get that info using python web3 ?","https://cdn.discordapp.com/attachments/1116812793606328340/1136050517664071771/image.png",""
"945548738607321089","adamdigitex","02/08/2023 1:08 pm","what VPS service would you recomend for hosting an Orbit chain?","",""
"945548738607321089","adamdigitex","02/08/2023 1:14 pm","Is there a tutorial for deploying an Orbit chain to a VPS instead of localhost? Seems tricky using docker-compose in prod","",""
"539335702723297290","eveneasy","02/08/2023 1:17 pm","how i can get Contract ABI ?","",""
"539335702723297290","eveneasy","02/08/2023 1:23 pm","i just need get Token Transfers from transaction
but i cannot (","",""
"308034275909959690","anthonye","02/08/2023 2:58 pm","Got my chain mostly on the cloud","",""
"308034275909959690","anthonye","02/08/2023 2:58 pm","Cant get ngnix setup right super annoying","",""
"308034275909959690","anthonye","02/08/2023 3:01 pm","everything works fine except wss. I can get it working on that machine locally but cant use wss remotely. Spent so long on it today i dont wanna talk about it lol
Cant stright use the ip address and port ether so maybe its a firewall thing, but would assume i couldn't remote connect to my block explore or metamask to the chain.
It's just wss, and like i said i can access it fine on the same machine
remote i get 404 or 200 depending on the header settings","","🇵🇱 (1)"
"966523115272286218","_mr.lance","02/08/2023 3:16 pm","@Ricardo__Gordon | Arbitrum  Could you help me?
I'm running a nitro node locally, and when I execute ""l1GatewayRouter.outboundTransfer"" I incorrectly estimate the gasLimit, causing the transaction on L2 to fail.
Since then nitro has been prompting the following error:

Error while recording                    err=""recording failed: blockNum 39, hash expected 0x1c25c78159c7b0af6c2bd7ed559f47bb3be9a1b7992a11d4192008f8a7a4b12c, got 0xf7caae5f54f35f6aa5ed58bd039033e71739b4b1720685bb4e89cf026181a740"" status=2","",""
"828261986751086592","ricardo__gordon","02/08/2023 3:17 pm","@José FP | Offchain Labs","","✊ (1),arbiblobblue (1)"
"966523115272286218","_mr.lance","02/08/2023 3:25 pm","I have to disable the block validator. But I think there should be anther better solution.","",""
"1062418969346179245","josefp","02/08/2023 4:23 pm","Hey, I'm assuming you're running an orbit chain, right? Is it the standard codebase or does it have any customisation? 
Also, can you provide some more lines of logs before and after that one?","",""
"1062418969346179245","josefp","02/08/2023 4:29 pm","I'd say you'd need a different economic design, because, for starters, you need to provide the batch poster with enough funds to post batches on the L2. If you want a more standard approach, you might want to take a look at Account Abstraction, which proposes a design that allows gasless transactions via a Paymaster contract (some sources: https://eips.ethereum.org/EIPS/eip-4337 and for paymasters => https://alchemy.com/blog/account-abstraction-paymasters )","",""
"1062418969346179245","josefp","02/08/2023 4:32 pm","Yeah, we are still working out the details of the block explorer, so some inconsistencies are to be expected. I'll note down your feedback, thanks!","",""
"1062418969346179245","josefp","02/08/2023 4:39 pm","For web3.py questions, you might get better support in their discord server. From an on-chain perspective, you can get the information of a transaction by querying its receipt with eth_getTransactionReceipt","",""
"1062418969346179245","josefp","02/08/2023 4:42 pm","Have you tried contacting your cloud provider in case it's a network issue?
Also, can you send rpc requests to your node from outside your machine? (Directly, without metamask)","",""
"901068420764807178","atharv181","02/08/2023 5:59 pm","Also can you add the latest version of blockscout instead of older version in the container?","",""
"308034275909959690","anthonye","02/08/2023 11:22 pm","after like a day of wasted time lmao the official website of nginx has an article about ""A small NGINX recipe that makes Geth’s RPC and Websocket interface remotely accessible on a node"" 
follow its formatting for nginx and use  Web3.providers.WebsocketProvider with http instead of ws and you can connect
this helped me over come a response of 200 instead of 101, i was using gcp and cloudflare for dns","https://cdn.discordapp.com/attachments/1116812793606328340/1136355819185782834/FZMXdRxXwAc4fuc.png","🇵🇱 (1)"
"308034275909959690","anthonye","02/08/2023 11:22 pm","it works great now though, but any other source about websockets and nginx failed me","",""
"1062418969346179245","josefp","03/08/2023 12:24 am","Glad to know you found the solution, and thanks for sharing 🙂","",""
"159985870458322944","MEE6#4876","03/08/2023 3:40 am","","",""
"159985870458322944","MEE6#4876","03/08/2023 7:32 am","","",""
"966523115272286218","_mr.lance","03/08/2023 8:15 am","Thank you. Yes, I'm running an orbit chain, and I commented lines 203-207 of tx_processor.go.
I'm not sure if it's this change that's causing the error.","",""
"966523115272286218","_mr.lance","03/08/2023 8:16 am","","https://cdn.discordapp.com/attachments/1116812793606328340/1136490128668381184/image.png",""
"165550481156866048","plasmapower","03/08/2023 8:40 am","Yeah, the error you're seeing is because the fraud proofs aren't working because you've modified the node software's state transition function but not the fraud proof's replay binary target","","✊ (1)"
"165550481156866048","plasmapower","03/08/2023 8:42 am","you can do `make build-replay-env` to rebuild the replay environment. Then, update the wasm module root on the rollup contract via the owner with setWasmModuleRoot. You can get the wasm module root you need after building the replay environment with `cat target/machines/latest/module-root.txt`","",""
"165550481156866048","plasmapower","03/08/2023 8:43 am","finally, you need to make sure any validators have that replay binary so they can validate the chain. You can look at ""Download WAVM machines"" to see how it's done in docker, or if you're running a validator outside of docker locally it should work after the `make build-replay-env`","",""
"945548738607321089","adamdigitex","03/08/2023 5:51 pm","still trying to figure out how to host my Orbit chain online. I cant use docker-compose because each component needs to be setup as a separate application. Is nitro in the docker-compose file the same nitro node used to run the main chain and I just need to set it up to run my chain instead?","",""
"945548738607321089","adamdigitex","03/08/2023 5:52 pm","Is there any kind of guide for getting an Orbit chain online and not just running locally?","",""
"808863308224528424","chrisco512","03/08/2023 9:06 pm","It's highly recommended that you figure out how to get docker to work; it's possible to build locally but there is a large chain of dependencies","",""
"966523115272286218","_mr.lance","04/08/2023 8:18 am","Thanks,  but I got 0xda4e3ad5e7feacb817c21c8d0220da7650fe9051ece68a3f0b1c5d38bbb27b21 via cat target/machines/latest/module-root.txt. It is same as before🧐","",""
"165550481156866048","plasmapower","04/08/2023 8:36 am","are you doing this in docker or outside of docker?","",""
"165550481156866048","plasmapower","04/08/2023 8:37 am","if you build the `nitro-node-dev` docker image it'll alternatively be in there","",""
"966523115272286218","_mr.lance","04/08/2023 8:42 am","I build the nitro image then got it from the container","",""
"966523115272286218","_mr.lance","04/08/2023 8:45 am","ps: git@github.com:OffchainLabs/nitro.git tag v2.1.0-beta.4","",""
"966523115272286218","_mr.lance","04/08/2023 8:55 am","","https://cdn.discordapp.com/attachments/1116812793606328340/1136862486172291102/image.png",""
"966523115272286218","_mr.lance","04/08/2023 8:57 am","My coworker and I build images separately, and we get this same hash","",""
"165550481156866048","plasmapower","04/08/2023 9:02 am","only the -dev container builds the wasm, the rest just download the last consensus release","",""
"165550481156866048","plasmapower","04/08/2023 9:03 am","if you want to do it in docker, build the nitro-node-dev image instead of the regular nitro-node one","",""
"966523115272286218","_mr.lance","04/08/2023 9:07 am","I got it, thanks","",""
"945548738607321089","adamdigitex","05/08/2023 9:55 am","I successfully got orbit setup on a VPS and can run docker-compose.yaml and I can see the block explorer on http:// myIPaddress:4000 but I'm stuck on the last part trying to run the yarn run setup command, I'm getting this error:
`reason: 'could not detect network',
  code: 'NETWORK_ERROR',
  event: 'noNetwork'`","",""
"945548738607321089","adamdigitex","05/08/2023 9:58 am","port 8449 is open. In the docker-compose.yaml file I have edited the line:
 `nitro:
    image: offchainlabs/nitro-node:v2.1.0-beta.6-152b9ff
    ports:
      - ""127.0.0.1:8449:8449""` 
to this:
`nitro:
    image: offchainlabs/nitro-node:v2.1.0-beta.6-152b9ff
    ports:
      - ""139.444.756.112:8449:8449""` 
is this correct to do this?","",""
"945548738607321089","adamdigitex","06/08/2023 1:23 am","@LockCEO I'm getting the exact same error you got on the last step of setting this up on a VPS, how did you fix it?","",""
"945548738607321089","adamdigitex","06/08/2023 1:26 am","port 8449 is open on my VPS, is there anything I need to do on Cloudflare side? But I think it's not being blocked on Cloudflare too but cant confirm that","",""
"1104910065795879043","layerxceo","06/08/2023 3:51 pm","Everyone's preference is different we built out our own  contabo or digitalocean  these 2 are good options. Thanks","",""
"945548738607321089","adamdigitex","07/08/2023 1:26 am","I remember you were stuck on that last step for a few days how did you end up fixing it? I'm in the exact same spot now, have tried everything but cant get the yarn run setup command to work because my L3 RPC URL isnt right","",""
"781046902665379860","JasonWan#9935","07/08/2023 7:33 am","You don't need to change the ip, if your ip is public and your port is open, you can also visit it via 139.444.756.112:8449.","",""
"945548738607321089","adamdigitex","07/08/2023 7:39 am","IP is public and port is open but just can’t get past that no network error","",""
"781046902665379860","JasonWan#9935","07/08/2023 7:40 am","You need reset it to 127.0.0.1","",""
"945548738607321089","adamdigitex","07/08/2023 7:48 am","I reset it to 127.0.0.1:8449 but I still get same error","",""
"781046902665379860","JasonWan#9935","07/08/2023 7:57 am","Can you provide more details about your errors? Like what ip:port you query failed. And if it is your l3 rpc, where did you send this request, are they on the same machine? Or different machine with different ip?","",""
"159985870458322944","MEE6#4876","07/08/2023 8:00 am","","",""
"159985870458322944","MEE6#4876","07/08/2023 8:02 am","","",""
"945548738607321089","adamdigitex","07/08/2023 8:04 am","I've setup the orbit-setup-script on a remote VPS but when I run this final setup command I get the no network error:
`PRIVATE_KEY=""0xxxxxxxxxxxxxxxx"" L2_RPC_URL=""my_alchemy_RPC"" L3_RPC_URL=""http:// 139.162.246.110:8449"" yarn run setup`","",""
"781046902665379860","JasonWan#9935","07/08/2023 8:06 am","Can you visit 127.0.0.1:8449 in the same vps?","",""
"945548738607321089","adamdigitex","07/08/2023 8:07 am","its a remote VPS sorry how can I do that?","",""
"945548738607321089","adamdigitex","07/08/2023 8:09 am","is there a command I can run in my terminal while signed into the VPS to check that?","",""
"781046902665379860","JasonWan#9935","07/08/2023 8:10 am","```
curl localhost:8449 \
  -X POST \
  -H ""Content-Type: application/json"" \
  --data '{""method"":""eth_blockNumber"",""params"":[],""id"":1,""jsonrpc"":""2.0""}'
```","",""
"945548738607321089","adamdigitex","07/08/2023 8:19 am","no I get following error 
`curl: (7) Failed to connect to localhost port 8449 after 0 ms: Couldn't connect to server`","",""
"159985870458322944","MEE6#4876","07/08/2023 8:22 am","","",""
"945548738607321089","adamdigitex","07/08/2023 8:22 am","its hard to post results and commands with this forum's bot it deletes everything","",""
"945548738607321089","adamdigitex","07/08/2023 8:24 am","but I can ssh into the running VPS and do stuff no problem so the server is running","",""
"945548738607321089","adamdigitex","07/08/2023 8:24 am","and I can successfully ping the IP address from a terminal window from my computer","",""
"781046902665379860","JasonWan#9935","07/08/2023 8:27 am","You got this at your vps or your local machine? If is your vps, seems your node is not running, if is your local machine, you might not open the vps' port.","",""
"945548738607321089","adamdigitex","07/08/2023 8:28 am","I got that error in the terminal window of my remote VPS. Thats where I pasted the curl command, into the terminal of the remote VPS after logging in with ssh","",""
"159985870458322944","MEE6#4876","07/08/2023 8:30 am","","",""
"945548738607321089","adamdigitex","07/08/2023 8:31 am","I have successfully run the docker-compose up -d command and get success messages that postgres_1, das-server_1, nitro_1 and blockscout_1 are running","",""
"781046902665379860","JasonWan#9935","07/08/2023 8:31 am","Can you take a look at your node? `docker-compose logs -f nitro` and `docker ps` to see if it is running.","",""
"781046902665379860","JasonWan#9935","07/08/2023 8:32 am","How about the log?","",""
"159985870458322944","MEE6#4876","07/08/2023 8:33 am","","",""
"945548738607321089","adamdigitex","07/08/2023 8:33 am","aye I cant post anything, but yes you're right the node isnt running","",""
"945548738607321089","adamdigitex","07/08/2023 8:34 am","`Fatal configuration error: unable to create chain directory: mkdir /home/user/.arbitrum/Digitex Goerli: permission denied
orbit-setup-script_nitro_1 exited with code 1`","",""
"781046902665379860","JasonWan#9935","07/08/2023 8:35 am","Oh, if so you need grant the permission or use sudo to start.","",""
"945548738607321089","adamdigitex","07/08/2023 8:39 am","but I'm logged in as root. I just ran `sudo docker-compose up -d` but same result","",""
"781046902665379860","JasonWan#9935","07/08/2023 8:42 am","enter the orbit script dir and chmod -fR 777 ./config","",""
"945548738607321089","adamdigitex","07/08/2023 8:47 am","oh you beauty!!! `docker-compose up -d` just worked and the logs are coming through now. Will try that setup command now","",""
"945548738607321089","adamdigitex","07/08/2023 8:48 am","aye no I still get the same no network error","",""
"781046902665379860","JasonWan#9935","07/08/2023 8:51 am","You can visit blockscout at remote machine right?","",""
"945548738607321089","adamdigitex","07/08/2023 8:52 am","yes blockscout is working online","",""
"781046902665379860","JasonWan#9935","07/08/2023 8:53 am","```curl http:// 139.162.246.110:8449 \
  -X POST \
  -H ""Content-Type: application/json"" \
  --data '{""method"":""eth_blockNumber"",""params"":[],""id"":1,""jsonrpc"":""2.0""}'
```","",""
